"ID","?CBS LOAN STATUS","ID","STATUS"
"0068p000003vBlWAAU","Disbursed","0068p000003vBlWAAU","Item Updated"
"0068p000003uDEuAAM","Disbursed","0068p000003uDEuAAM","Item Updated"
"0068p000003uDJ5AAM","Disbursed","0068p000003uDJ5AAM","Item Updated"
"0068p000003v1y5AAA","Disbursed","0068p000003v1y5AAA","Item Updated"
"0068p000003uehhAAA","Disbursed","0068p000003uehhAAA","Item Updated"
"0068p000003uClzAAE","Disbursed","0068p000003uClzAAE","Item Updated"
"0068p000003uCjFAAU","Disbursed","0068p000003uCjFAAU","Item Updated"
"0068p000003uCjUAAU","Disbursed","0068p000003uCjUAAU","Item Updated"
"0068p000003uCjoAAE","Disbursed","0068p000003uCjoAAE","Item Updated"
"0068p000003uCm4AAE","Disbursed","0068p000003uCm4AAE","Item Updated"
"0068p000003uCm9AAE","Disbursed","0068p000003uCm9AAE","Item Updated"
"0068p000003ulFkAAI","Disbursed","0068p000003ulFkAAI","Item Updated"
"0068p000003urRgAAI","Disbursed","0068p000003urRgAAI","Item Updated"
"0068p000003urO8AAI","Disbursed","0068p000003urO8AAI","Item Updated"
"0068p000003v1cyAAA","Disbursed","0068p000003v1cyAAA","Item Updated"
"0068p000003uzLhAAI","Disbursed","0068p000003uzLhAAI","Item Updated"
"0068p000003v2iVAAQ","Disbursed","0068p000003v2iVAAQ","Item Updated"
"0068p000003v18oAAA","Disbursed","0068p000003v18oAAA","Item Updated"
"0068p000003ulDMAAY","Disbursed","0068p000003ulDMAAY","Item Updated"
"0068p000003v269AAA","Disbursed","0068p000003v269AAA","Item Updated"
"0068p000003un3rAAA","Disbursed","0068p000003un3rAAA","Item Updated"
"0068p000003vC9WAAU","Disbursed","0068p000003vC9WAAU","Item Updated"
"0068p000003v0gqAAA","Disbursed","0068p000003v0gqAAA","Item Updated"
"0068p000003ul1XAAQ","Disbursed","0068p000003ul1XAAQ","Item Updated"
"0068p000003uoHCAAY","Disbursed","0068p000003uoHCAAY","Item Updated"
"0068p000003v5gwAAA","Disbursed","0068p000003v5gwAAA","Item Updated"
"0068p000003v5ilAAA","Disbursed","0068p000003v5ilAAA","Item Updated"
"0068p000003v5fzAAA","Disbursed","0068p000003v5fzAAA","Item Updated"
"0068p000003v5hBAAQ","Disbursed","0068p000003v5hBAAQ","Item Updated"
"0068p000003v5ghAAA","Disbursed","0068p000003v5ghAAA","Item Updated"
"0068p000003v2nkAAA","Disbursed","0068p000003v2nkAAA","Item Updated"
"0068p000003v8iAAAQ","Disbursed","0068p000003v8iAAAQ","Item Updated"
"0068p000003uks6AAA","Disbursed","0068p000003uks6AAA","Item Updated"
"0068p000003undzAAA","Disbursed","0068p000003undzAAA","Item Updated"
"0068p000003unZnAAI","Disbursed","0068p000003unZnAAI","Item Updated"
"0068p000003uDSvAAM","Disbursed","0068p000003uDSvAAM","Item Updated"
"0068p000003uq3MAAQ","Disbursed","0068p000003uq3MAAQ","Item Updated"
"0068p000003upz3AAA","Disbursed","0068p000003upz3AAA","Item Updated"
"0068p000003unDhAAI","Disbursed","0068p000003unDhAAI","Item Updated"
"0068p000003unK1AAI","Disbursed","0068p000003unK1AAI","Item Updated"
"0068p000003unDNAAY","Disbursed","0068p000003unDNAAY","Item Updated"
"0068p000003unLxAAI","Disbursed","0068p000003unLxAAI","Item Updated"
"0068p000003unLTAAY","Disbursed","0068p000003unLTAAY","Item Updated"
"0068p000003uxukAAA","Disbursed","0068p000003uxukAAA","Item Updated"
"0068p000003ulBzAAI","Disbursed","0068p000003ulBzAAI","Item Updated"
"0068p000003uC27AAE","Disbursed","0068p000003uC27AAE","Item Updated"
"0068p000003umvTAAQ","Disbursed","0068p000003umvTAAQ","Item Updated"
"0068p000003umsUAAQ","Disbursed","0068p000003umsUAAQ","Item Updated"
"0068p000003v8h6AAA","Disbursed","0068p000003v8h6AAA","Item Updated"
"0068p000003v37OAAQ","Disbursed","0068p000003v37OAAQ","Item Updated"
"0068p000003v35lAAA","Disbursed","0068p000003v35lAAA","Item Updated"
"0068p000003ul3xAAA","Disbursed","0068p000003ul3xAAA","Item Updated"
"0068p000003umMBAAY","Disbursed","0068p000003umMBAAY","Item Updated"
"0068p000003tptFAAQ","Disbursed","0068p000003tptFAAQ","Item Updated"
"0068p000003tWxUAAU","Disbursed","0068p000003tWxUAAU","Item Updated"
"0068p000003v1SJAAY","Disbursed","0068p000003v1SJAAY","Item Updated"
"0068p000003uS3gAAE","Disbursed","0068p000003uS3gAAE","Item Updated"
"0068p000003v8LRAAY","Disbursed","0068p000003v8LRAAY","Item Updated"
"0068p000003vCZHAA2","Disbursed","0068p000003vCZHAA2","Item Updated"
"0068p000003v0YLAAY","Disbursed","0068p000003v0YLAAY","Item Updated"
"0068p000003v0d2AAA","Disbursed","0068p000003v0d2AAA","Item Updated"
"0068p000003uw43AAA","Disbursed","0068p000003uw43AAA","Item Updated"
"0068p000003tqNWAAY","Disbursed","0068p000003tqNWAAY","Item Updated"
"0068p000003tqKwAAI","Disbursed","0068p000003tqKwAAI","Item Updated"
"0068p000003tqLBAAY","Disbursed","0068p000003tqLBAAY","Item Updated"
"0068p000003tqNbAAI","Disbursed","0068p000003tqNbAAI","Item Updated"
"0068p000003tqNRAAY","Disbursed","0068p000003tqNRAAY","Item Updated"
"0068p000003ul9MAAQ","Disbursed","0068p000003ul9MAAQ","Item Updated"
"0068p000003ulFBAAY","Disbursed","0068p000003ulFBAAY","Item Updated"
"0068p000003uabtAAA","Disbursed","0068p000003uabtAAA","Item Updated"
"0068p000003uaf0AAA","Disbursed","0068p000003uaf0AAA","Item Updated"
"0068p000003uabeAAA","Disbursed","0068p000003uabeAAA","Item Updated"
"0068p000003upG4AAI","Disbursed","0068p000003upG4AAI","Item Updated"
"0068p000003upFkAAI","Disbursed","0068p000003upFkAAI","Item Updated"
"0068p000003upEhAAI","Disbursed","0068p000003upEhAAI","Item Updated"
"0068p000003umviAAA","Disbursed","0068p000003umviAAA","Item Updated"
"0068p000003umH6AAI","Disbursed","0068p000003umH6AAI","Item Updated"
"0068p000003umLDAAY","Disbursed","0068p000003umLDAAY","Item Updated"
"0068p000003v6S9AAI","Disbursed","0068p000003v6S9AAI","Item Updated"
"0068p000003v6UyAAI","Disbursed","0068p000003v6UyAAI","Item Updated"
"0068p000003v6VDAAY","Disbursed","0068p000003v6VDAAY","Item Updated"
"0068p000003v6VSAAY","Disbursed","0068p000003v6VSAAY","Item Updated"
"0068p000003unPTAAY","Disbursed","0068p000003unPTAAY","Item Updated"
"0068p000003unPxAAI","Disbursed","0068p000003unPxAAI","Item Updated"
"0068p000003ukohAAA","Disbursed","0068p000003ukohAAA","Item Updated"
"0068p000003uRzSAAU","Disbursed","0068p000003uRzSAAU","Item Updated"
"0068p000003uwjDAAQ","Disbursed","0068p000003uwjDAAQ","Item Updated"
"0068p000003ukk2AAA","Disbursed","0068p000003ukk2AAA","Item Updated"
"0068p000003uwjhAAA","Disbursed","0068p000003uwjhAAA","Item Updated"
"0068p000003upOCAAY","Disbursed","0068p000003upOCAAY","Item Updated"
"0068p000003uo6NAAQ","Disbursed","0068p000003uo6NAAQ","Item Updated"
"0068p000003uo7fAAA","Disbursed","0068p000003uo7fAAA","Item Updated"
"0068p000003uwgaAAA","Disbursed","0068p000003uwgaAAA","Item Updated"
"0068p000003unBSAAY","Disbursed","0068p000003unBSAAY","Item Updated"
"0068p000003v1WXAAY","Disbursed","0068p000003v1WXAAY","Item Updated"
"0068p000003v1VtAAI","Disbursed","0068p000003v1VtAAI","Item Updated"
"0068p000003uoOLAAY","Disbursed","0068p000003uoOLAAY","Item Updated"
"0068p000003uwiyAAA","Disbursed","0068p000003uwiyAAA","Item Updated"
"0068p000003uvqKAAQ","Disbursed","0068p000003uvqKAAQ","Item Updated"
"0068p000003vBuuAAE","Disbursed","0068p000003vBuuAAE","Item Updated"
"0068p000003uw3ZAAQ","Disbursed","0068p000003uw3ZAAQ","Item Updated"
"0068p000003uw07AAA","Disbursed","0068p000003uw07AAA","Item Updated"
"0068p000003usv6AAA","Disbursed","0068p000003usv6AAA","Item Updated"
"0068p000003uswqAAA","Disbursed","0068p000003uswqAAA","Item Updated"
"0068p000003uw0HAAQ","Disbursed","0068p000003uw0HAAQ","Item Updated"
"0068p000003uvzxAAA","Disbursed","0068p000003uvzxAAA","Item Updated"
"0068p000003uw3jAAA","Disbursed","0068p000003uw3jAAA","Item Updated"
"0068p000003uq0WAAQ","Disbursed","0068p000003uq0WAAQ","Item Updated"
"0068p000003ukoBAAQ","Disbursed","0068p000003ukoBAAQ","Item Updated"
"0068p000003unL9AAI","Disbursed","0068p000003unL9AAI","Item Updated"
"0068p000003up7rAAA","Disbursed","0068p000003up7rAAA","Item Updated"
"0068p000003udhrAAA","Disbursed","0068p000003udhrAAA","Item Updated"
"0068p000003v8I4AAI","Disbursed","0068p000003v8I4AAI","Item Updated"
"0068p000003v8G6AAI","Disbursed","0068p000003v8G6AAI","Item Updated"
"0068p000003v39nAAA","Disbursed","0068p000003v39nAAA","Item Updated"
"0068p000003umXZAAY","Disbursed","0068p000003umXZAAY","Item Updated"
"0068p000003umdFAAQ","Disbursed","0068p000003umdFAAQ","Item Updated"
"0068p000003uS45AAE","Disbursed","0068p000003uS45AAE","Item Updated"
"0068p000003uaiVAAQ","Disbursed","0068p000003uaiVAAQ","Item Updated"
"0068p000003unSIAAY","Disbursed","0068p000003unSIAAY","Item Updated"
"0068p000003usw4AAA","Disbursed","0068p000003usw4AAA","Item Updated"
"0068p000003trFaAAI","Disbursed","0068p000003trFaAAI","Item Updated"
"0068p000003upDPAAY","Disbursed","0068p000003upDPAAY","Item Updated"
"0068p000003uxgcAAA","Disbursed","0068p000003uxgcAAA","Item Updated"
"0068p000003uxhBAAQ","Disbursed","0068p000003uxhBAAQ","Item Updated"
"0068p000003uS2sAAE","Disbursed","0068p000003uS2sAAE","Item Updated"
"0068p000003uRytAAE","Disbursed","0068p000003uRytAAE","Item Updated"
"0068p000003uaWAAAY","Disbursed","0068p000003uaWAAAY","Item Updated"
"0068p000003uysgAAA","Disbursed","0068p000003uysgAAA","Item Updated"
"0068p000003uMwVAAU","Disbursed","0068p000003uMwVAAU","Item Updated"
"0068p000003uv62AAA","Disbursed","0068p000003uv62AAA","Item Updated"
"0068p000003uv5YAAQ","Disbursed","0068p000003uv5YAAQ","Item Updated"
"0068p000003vBt8AAE","Disbursed","0068p000003vBt8AAE","Item Updated"
"0068p000003uNp9AAE","Disbursed","0068p000003uNp9AAE","Item Updated"
"0068p000003uq82AAA","Disbursed","0068p000003uq82AAA","Item Updated"
"0068p000003unQHAAY","Disbursed","0068p000003unQHAAY","Item Updated"
"0068p000003unO8AAI","Disbursed","0068p000003unO8AAI","Item Updated"
"0068p000003unQRAAY","Disbursed","0068p000003unQRAAY","Item Updated"
"0068p000003unO3AAI","Disbursed","0068p000003unO3AAI","Item Updated"
"0068p000003unWZAAY","Disbursed","0068p000003unWZAAY","Item Updated"
"0068p000003uneOAAQ","Disbursed","0068p000003uneOAAQ","Item Updated"
"0068p000003uwgkAAA","Disbursed","0068p000003uwgkAAA","Item Updated"
"0068p000003upLwAAI","Disbursed","0068p000003upLwAAI","Item Updated"
"0068p000003upOvAAI","Disbursed","0068p000003upOvAAI","Item Updated"
"0068p000003upOgAAI","Disbursed","0068p000003upOgAAI","Item Updated"
"0068p000003v0gRAAQ","Disbursed","0068p000003v0gRAAQ","Item Updated"
"0068p000003v21nAAA","Disbursed","0068p000003v21nAAA","Item Updated"
"0068p000003tqSyAAI","Disbursed","0068p000003tqSyAAI","Item Updated"
"0068p000003tqRJAAY","Disbursed","0068p000003tqRJAAY","Item Updated"
"0068p000003tqSeAAI","Disbursed","0068p000003tqSeAAI","Item Updated"
"0068p000003tqUuAAI","Disbursed","0068p000003tqUuAAI","Item Updated"
"0068p000003tqRTAAY","Disbursed","0068p000003tqRTAAY","Item Updated"
"0068p000003tqSjAAI","Disbursed","0068p000003tqSjAAI","Item Updated"
"0068p000003uD9aAAE","Disbursed","0068p000003uD9aAAE","Item Updated"
"0068p000003ueSpAAI","Disbursed","0068p000003ueSpAAI","Item Updated"
"0068p000003uD9kAAE","Disbursed","0068p000003uD9kAAE","Item Updated"
"0068p000003uD9zAAE","Disbursed","0068p000003uD9zAAE","Item Updated"
"0068p000003uDAOAA2","Disbursed","0068p000003uDAOAA2","Item Updated"
"0068p000003upzIAAQ","Disbursed","0068p000003upzIAAQ","Item Updated"
"0068p000003up7cAAA","Disbursed","0068p000003up7cAAA","Item Updated"
"0068p000003un9QAAQ","Disbursed","0068p000003un9QAAQ","Item Updated"
"0068p000003unvFAAQ","Disbursed","0068p000003unvFAAQ","Item Updated"
"0068p000003umv4AAA","Disbursed","0068p000003umv4AAA","Item Updated"
"0068p000003uxuGAAQ","Disbursed","0068p000003uxuGAAQ","Item Updated"
"0068p000003ulSbAAI","Disbursed","0068p000003ulSbAAI","Item Updated"
"0068p000003vC89AAE","Disbursed","0068p000003vC89AAE","Item Updated"
"0068p000003v4eHAAQ","Disbursed","0068p000003v4eHAAQ","Item Updated"
"0068p000003v4cLAAQ","Disbursed","0068p000003v4cLAAQ","Item Updated"
"0068p000003v4eRAAQ","Disbursed","0068p000003v4eRAAQ","Item Updated"
"0068p000003v7zJAAQ","Disbursed","0068p000003v7zJAAQ","Item Updated"
"0068p000003v0h0AAA","Disbursed","0068p000003v0h0AAA","Item Updated"
"0068p000003v3YQAAY","Disbursed","0068p000003v3YQAAY","Item Updated"
"0068p000003unRtAAI","Disbursed","0068p000003unRtAAI","Item Updated"
"0068p000003uDSlAAM","Disbursed","0068p000003uDSlAAM","Item Updated"
"0068p000003uv1mAAA","Disbursed","0068p000003uv1mAAA","Item Updated"
"0068p000003uv4wAAA","Disbursed","0068p000003uv4wAAA","Item Updated"
"0068p000003uv18AAA","Disbursed","0068p000003uv18AAA","Item Updated"
"0068p000003uv1XAAQ","Disbursed","0068p000003uv1XAAQ","Item Updated"
"0068p000003uv5iAAA","Disbursed","0068p000003uv5iAAA","Item Updated"
"0068p000003un2jAAA","Disbursed","0068p000003un2jAAA","Item Updated"
"0068p000003un1bAAA","Disbursed","0068p000003un1bAAA","Item Updated"
"0068p000003umooAAA","Disbursed","0068p000003umooAAA","Item Updated"
"0068p000003un17AAA","Disbursed","0068p000003un17AAA","Item Updated"
"0068p000003un2ZAAQ","Disbursed","0068p000003un2ZAAQ","Item Updated"
"0068p000003un0xAAA","Disbursed","0068p000003un0xAAA","Item Updated"
"0068p000003uEhRAAU","Disbursed","0068p000003uEhRAAU","Item Updated"
"0068p000003uEjoAAE","Disbursed","0068p000003uEjoAAE","Item Updated"
"0068p000003uEgJAAU","Disbursed","0068p000003uEgJAAU","Item Updated"
"0068p000003v4lwAAA","Disbursed","0068p000003v4lwAAA","Item Updated"
"0068p000003unS3AAI","Disbursed","0068p000003unS3AAI","Item Updated"
"0068p000003tWtrAAE","Disbursed","0068p000003tWtrAAE","Item Updated"
"0068p000003uxuVAAQ","Disbursed","0068p000003uxuVAAQ","Item Updated"
"0068p000003uxwvAAA","Disbursed","0068p000003uxwvAAA","Item Updated"
"0068p000003uBxvAAE","Disbursed","0068p000003uBxvAAE","Item Updated"
"0068p000003uaVHAAY","Disbursed","0068p000003uaVHAAY","Item Updated"
"0068p000003uJQDAA2","Disbursed","0068p000003uJQDAA2","Item Updated"
"0068p000003uJPPAA2","Disbursed","0068p000003uJPPAA2","Item Updated"
"0068p000003uysMAAQ","Disbursed","0068p000003uysMAAQ","Item Updated"
"0068p000003uZUFAA2","Disbursed","0068p000003uZUFAA2","Item Updated"
"0068p000003v2izAAA","Disbursed","0068p000003v2izAAA","Item Updated"
"0068p000003uZU0AAM","Disbursed","0068p000003uZU0AAM","Item Updated"
"0068p000003v19SAAQ","Disbursed","0068p000003v19SAAQ","Item Updated"
"0068p000003uZUoAAM","Disbursed","0068p000003uZUoAAM","Item Updated"
"0068p000003v19IAAQ","Disbursed","0068p000003v19IAAQ","Item Updated"
"0068p000003uMwkAAE","Disbursed","0068p000003uMwkAAE","Item Updated"
"0068p000003uMwGAAU","Disbursed","0068p000003uMwGAAU","Item Updated"
"0068p000003v18ZAAQ","Disbursed","0068p000003v18ZAAQ","Item Updated"
"0068p000003uo0PAAQ","Disbursed","0068p000003uo0PAAQ","Item Updated"
"0068p000003utSrAAI","Disbursed","0068p000003utSrAAI","Item Updated"
"0068p000003v14qAAA","Disbursed","0068p000003v14qAAA","Item Updated"
"0068p000003umHBAAY","Disbursed","0068p000003umHBAAY","Item Updated"
"0068p000003umHGAAY","Disbursed","0068p000003umHGAAY","Item Updated"
"0068p000003v8gwAAA","Disbursed","0068p000003v8gwAAA","Item Updated"
"0068p000003uktTAAQ","Disbursed","0068p000003uktTAAQ","Item Updated"
"0068p000003umGXAAY","Disbursed","0068p000003umGXAAY","Item Updated"
"0068p000003utTfAAI","Disbursed","0068p000003utTfAAI","Item Updated"
"0068p000003uaWeAAI","Disbursed","0068p000003uaWeAAI","Item Updated"
"0068p000003un9GAAQ","Disbursed","0068p000003un9GAAQ","Item Updated"
"0068p000003tm9TAAQ","Disbursed","0068p000003tm9TAAQ","Item Updated"
"0068p000003tm9nAAA","Disbursed","0068p000003tm9nAAA","Item Updated"
"0068p000003uqt5AAA","Disbursed","0068p000003uqt5AAA","Item Updated"
"0068p000003uqtKAAQ","Disbursed","0068p000003uqtKAAQ","Item Updated"
"0068p000003tpZ9AAI","Disbursed","0068p000003tpZ9AAI","Item Updated"
"0068p000003tq58AAA","Disbursed","0068p000003tq58AAA","Item Updated"
"0068p000003vCTdAAM","Disbursed","0068p000003vCTdAAM","Item Updated"
"0068p000003vCXLAA2","Disbursed","0068p000003vCXLAA2","Item Updated"
"0068p000003tpzUAAQ","Disbursed","0068p000003tpzUAAQ","Item Updated"
"0068p000003umGwAAI","Disbursed","0068p000003umGwAAI","Item Updated"
"0068p000003uaVRAAY","Disbursed","0068p000003uaVRAAY","Item Updated"
"0068p000003v0fiAAA","Disbursed","0068p000003v0fiAAA","Item Updated"
"0068p000003v8HnAAI","Disbursed","0068p000003v8HnAAI","Item Updated"
"0068p000003v3cHAAQ","Disbursed","0068p000003v3cHAAQ","Item Updated"
"0068p000003uGBuAAM","Disbursed","0068p000003uGBuAAM","Item Updated"
"0068p000003uG5fAAE","Disbursed","0068p000003uG5fAAE","Item Updated"
"0068p000003uGC4AAM","Disbursed","0068p000003uGC4AAM","Item Updated"
"0068p000003tWr7AAE","Disbursed","0068p000003tWr7AAE","Item Updated"
"0068p000003tWthAAE","Disbursed","0068p000003tWthAAE","Item Updated"
"0068p000003uBxgAAE","Disbursed","0068p000003uBxgAAE","Item Updated"
"0068p000003umxQAAQ","Disbursed","0068p000003umxQAAQ","Item Updated"
"0068p000003umAvAAI","Disbursed","0068p000003umAvAAI","Item Updated"
"0068p000003uJRBAA2","Disbursed","0068p000003uJRBAA2","Item Updated"
"0068p000003uZV8AAM","Disbursed","0068p000003uZV8AAM","Item Updated"
"0068p000003ulyaAAA","Disbursed","0068p000003ulyaAAA","Item Updated"
"0068p000003utTGAAY","Disbursed","0068p000003utTGAAY","Item Updated"
"0068p000003unubAAA","Disbursed","0068p000003unubAAA","Item Updated"
"0068p000003uoz3AAA","Disbursed","0068p000003uoz3AAA","Item Updated"
"0068p000003v24NAAQ","Disbursed","0068p000003v24NAAQ","Item Updated"
"0068p000003unJxAAI","Disbursed","0068p000003unJxAAI","Item Updated"
"0068p000003uwguAAA","Disbursed","0068p000003uwguAAA","Item Updated"
"0068p000003vAxeAAE","Disbursed","0068p000003vAxeAAE","Item Updated"
"0068p000003uEgEAAU","Disbursed","0068p000003uEgEAAU","Item Updated"
"0068p000003uEjUAAU","Disbursed","0068p000003uEjUAAU","Item Updated"
"0068p000003umQXAAY","Disbursed","0068p000003umQXAAY","Item Updated"
"0068p000003umQ8AAI","Disbursed","0068p000003umQ8AAI","Item Updated"
"0068p000003upHCAAY","Disbursed","0068p000003upHCAAY","Item Updated"
"0068p000003uowsAAA","Disbursed","0068p000003uowsAAA","Item Updated"
"0068p000003upncAAA","Disbursed","0068p000003upncAAA","Item Updated"
"0068p000003v3BAAAY","Disbursed","0068p000003v3BAAAY","Item Updated"
"0068p000003v3a6AAA","Disbursed","0068p000003v3a6AAA","Item Updated"
"0068p000003utkeAAA","Disbursed","0068p000003utkeAAA","Item Updated"
"0068p000003tWufAAE","Disbursed","0068p000003tWufAAE","Item Updated"
"0068p000003uRz8AAE","Disbursed","0068p000003uRz8AAE","Item Updated"
"0068p000003uS3MAAU","Disbursed","0068p000003uS3MAAU","Item Updated"
"0068p000003ul6pAAA","Disbursed","0068p000003ul6pAAA","Item Updated"
"0068p000003ul9aAAA","Disbursed","0068p000003ul9aAAA","Item Updated"
"0068p000003ulEmAAI","Disbursed","0068p000003ulEmAAI","Item Updated"
"0068p000003umdZAAQ","Disbursed","0068p000003umdZAAQ","Item Updated"
"0068p000003umjxAAA","Disbursed","0068p000003umjxAAA","Item Updated"
"0068p000003umlKAAQ","Disbursed","0068p000003umlKAAQ","Item Updated"
"0068p000003un55AAA","Disbursed","0068p000003un55AAA","Item Updated"
"0068p000003uoOVAAY","Disbursed","0068p000003uoOVAAY","Item Updated"
"0068p000003uv2DAAQ","Disbursed","0068p000003uv2DAAQ","Item Updated"
"0068p000003uv5sAAA","Disbursed","0068p000003uv5sAAA","Item Updated"
"0068p000003ux4SAAQ","Disbursed","0068p000003ux4SAAQ","Item Updated"
"0068p000003uww8AAA","Disbursed","0068p000003uww8AAA","Item Updated"
"0068p000003uxdOAAQ","Disbursed","0068p000003uxdOAAQ","Item Updated"
"0068p000003uxddAAA","Disbursed","0068p000003uxddAAA","Item Updated"
"0068p000003uxhQAAQ","Disbursed","0068p000003uxhQAAQ","Item Updated"
"0068p000003uxhfAAA","Disbursed","0068p000003uxhfAAA","Item Updated"
"0068p000003v1QDAAY","Disbursed","0068p000003v1QDAAY","Item Updated"
"0068p000003v1VPAAY","Disbursed","0068p000003v1VPAAY","Item Updated"
"0068p000003v219AAA","Disbursed","0068p000003v219AAA","Item Updated"
"0068p000003v2LhAAI","Disbursed","0068p000003v2LhAAI","Item Updated"
"0068p000003v2UbAAI","Disbursed","0068p000003v2UbAAI","Item Updated"
"0068p000003v2oTAAQ","Disbursed","0068p000003v2oTAAQ","Item Updated"
"0068p000003v2qPAAQ","Disbursed","0068p000003v2qPAAQ","Item Updated"
"0068p000003v35CAAQ","Disbursed","0068p000003v35CAAQ","Item Updated"
"0068p000003v3ACAAY","Disbursed","0068p000003v3ACAAY","Item Updated"
"0068p000003v3XIAAY","Disbursed","0068p000003v3XIAAY","Item Updated"
"0068p000003v4nYAAQ","Disbursed","0068p000003v4nYAAQ","Item Updated"
"0068p000003v5e3AAA","Disbursed","0068p000003v5e3AAA","Item Updated"
"0068p000003v5gSAAQ","Disbursed","0068p000003v5gSAAQ","Item Updated"
"0068p000003v8FhAAI","Disbursed","0068p000003v8FhAAI","Item Updated"
"0068p000003v8HTAAY","Disbursed","0068p000003v8HTAAY","Item Updated"
"0068p000003vBdSAAU","Disbursed","0068p000003vBdSAAU","Item Updated"
"0068p000003uyvpAAA","Disbursed","0068p000003uyvpAAA","Item Updated"
"0068p000003uyzTAAQ","Disbursed","0068p000003uyzTAAQ","Item Updated"
"0068p000003uaTQAAY","Disbursed","0068p000003uaTQAAY","Item Updated"
"0068p000003uaVXAAY","Disbursed","0068p000003uaVXAAY","Item Updated"
"0068p000003uabKAAQ","Disbursed","0068p000003uabKAAQ","Item Updated"
"0068p000003uabUAAQ","Disbursed","0068p000003uabUAAQ","Item Updated"
"0068p000003uaYaAAI","Disbursed","0068p000003uaYaAAI","Item Updated"
"0068p000003ukllAAA","Disbursed","0068p000003ukllAAA","Item Updated"
"0068p000003ulwKAAQ","Disbursed","0068p000003ulwKAAQ","Item Updated"
"0068p000003ulwjAAA","Disbursed","0068p000003ulwjAAA","Item Updated"
"0068p000003ulyLAAQ","Disbursed","0068p000003ulyLAAQ","Item Updated"
"0068p000003ulykAAA","Disbursed","0068p000003ulykAAA","Item Updated"
"0068p000003umKZAAY","Disbursed","0068p000003umKZAAY","Item Updated"
"0068p000003umsKAAQ","Disbursed","0068p000003umsKAAQ","Item Updated"
"0068p000003umstAAA","Disbursed","0068p000003umstAAA","Item Updated"
"0068p000003uqvIAAQ","Disbursed","0068p000003uqvIAAQ","Item Updated"
"0068p000003urQnAAI","Disbursed","0068p000003urQnAAI","Item Updated"
"0068p000003utR0AAI","Disbursed","0068p000003utR0AAI","Item Updated"
"0068p000003utQqAAI","Disbursed","0068p000003utQqAAI","Item Updated"
"0068p000003utT6AAI","Disbursed","0068p000003utT6AAI","Item Updated"
"0068p000003tm9dAAA","Disbursed","0068p000003tm9dAAA","Item Updated"
"0068p000003tmD1AAI","Disbursed","0068p000003tmD1AAI","Item Updated"
"0068p000003tq5IAAQ","Disbursed","0068p000003tq5IAAQ","Item Updated"
"0068p000003tqLVAAY","Disbursed","0068p000003tqLVAAY","Item Updated"
"0068p000003tqNqAAI","Disbursed","0068p000003tqNqAAI","Item Updated"
"0068p000003uByFAAU","Disbursed","0068p000003uByFAAU","Item Updated"
"0068p000003uBy5AAE","Disbursed","0068p000003uBy5AAE","Item Updated"
"0068p000003uJQrAAM","Disbursed","0068p000003uJQrAAM","Item Updated"
"0068p000003uJPZAA2","Disbursed","0068p000003uJPZAA2","Item Updated"
"0068p000003uMuoAAE","Disbursed","0068p000003uMuoAAE","Item Updated"
"0068p000003uMwQAAU","Disbursed","0068p000003uMwQAAU","Item Updated"
"0068p000003uZSEAA2","Disbursed","0068p000003uZSEAA2","Item Updated"
"0068p000003uZUPAA2","Disbursed","0068p000003uZUPAA2","Item Updated"
"0068p000003ueljAAA","Disbursed","0068p000003ueljAAA","Item Updated"
"0068p000003um8kAAA","Disbursed","0068p000003um8kAAA","Item Updated"
"0068p000003umBFAAY","Disbursed","0068p000003umBFAAY","Item Updated"
"0068p000003umEYAAY","Disbursed","0068p000003umEYAAY","Item Updated"
"0068p000003unB3AAI","Disbursed","0068p000003unB3AAI","Item Updated"
"0068p000003unp5AAA","Disbursed","0068p000003unp5AAA","Item Updated"
"0068p000003unuMAAQ","Disbursed","0068p000003unuMAAQ","Item Updated"
"0068p000003uo0yAAA","Disbursed","0068p000003uo0yAAA","Item Updated"
"0068p000003uoyoAAA","Disbursed","0068p000003uoyoAAA","Item Updated"
"0068p000003up7hAAA","Disbursed","0068p000003up7hAAA","Item Updated"
"0068p000003upAMAAY","Disbursed","0068p000003upAMAAY","Item Updated"
"0068p000003v17QAAQ","Disbursed","0068p000003v17QAAQ","Item Updated"
"0068p000003v2hLAAQ","Disbursed","0068p000003v2hLAAQ","Item Updated"
"0068p000003v2haAAA","Disbursed","0068p000003v2haAAA","Item Updated"
"0068p000003vBuLAAU","Disbursed","0068p000003vBuLAAU","Item Updated"
"0068p000003vBz6AAE","Disbursed","0068p000003vBz6AAE","Item Updated"
"0068p000003vCVFAA2","Disbursed","0068p000003vCVFAA2","Item Updated"
"0068p000003uu5tAAA","Disbursed","0068p000003uu5tAAA","Item Updated"
"0068p000003uu6SAAQ","Disbursed","0068p000003uu6SAAQ","Item Updated"
"0068p000003s6Q1AAI","Disbursed","0068p000003s6Q1AAI","Item Updated"
"0068p000003s6SdAAI","Disbursed","0068p000003s6SdAAI","Item Updated"
"0068p000003s6SxAAI","Disbursed","0068p000003s6SxAAI","Item Updated"
"0068p000003tW73AAE","Disbursed","0068p000003tW73AAE","Item Updated"
"0068p000003tW8BAAU","Disbursed","0068p000003tW8BAAU","Item Updated"
"0068p000003uCM0AAM","Disbursed","0068p000003uCM0AAM","Item Updated"
